銘柄名,銘柄コード,市場,弁済期限(いちにち),弁済期限(14日),弁済期限(無期限),売建可能数量[株],優待権利付き最終日,株主優待,特別空売り料[円],現在値[円],前日比[円],当日株価変動率[％],日中出来高増減率[％],ティック数,出来高[株],直近高値騰落率[％],貸借区分,逆日歩[円]
"ユニバーサルエンターテインメン","6425","東証","○","-","-","1,700","-","無","0.00","3,235","-70","-0.91 %","-","426","142,600","-3.28 %","貸借","0.00"
"オーイズミ","6428","東証","○","-","-","100","-","無","0.00","373","-2","-0.26 %","-","19","8,800","-2.61 %","貸借","0.00"
"ダイコク電機","6430","東証","○","-","-","500","09/25","有","0.00","1,316","14","-0.52 %","-","121","28,900","-1.64 %","貸借","0.00"
"竹内製作所","6432","東証","-","-","○","17,000","-","無","0.00","1,869","-8","-0.74 %","-","754","225,600","-2.19 %","貸借","0.00"
"ヒーハイスト精工","6433","東証","○","-","-","500","-","無","0.70","277","-2","-1.07 %","-","16","4,500","-3.48 %","信用","0.00"
"アマノ","6436","東証","-","-","○","71,300","-","無","0.00","2,975","-25","-1.16 %","-","1,201","254,000","-2.29 %","貸借","0.05"
"ＪＵＫＩ","6440","東証","-","-","○","5,700","-","無","0.00","960","1","-1.13 %","-","801","275,700","-2.43 %","貸借","0.00"
"サンデンホールディングス","6444","東証","-","-","○","3,000","-","無","0.00","511","-5","-1.91 %","-","583","288,500","-3.21 %","貸借","0.00"
"蛇の目ミシン","6445","東証","-","-","○","20,800","-","無","0.00","443","2","0.68 %","-","62","15,200","-0.67 %","貸借","0.00"
"ブラザー工業","6448","東証","○","-","○","3,400","-","無","0.00","1,985","25","0.25 %","-","2,116","994,100","-0.84 %","貸借","0.05"
"マックス","6454","東証","-","-","○","36,900","-","無","0.00","1,521","-9","-0.13 %","-","352","59,600","-1.99 %","貸借","0.00"
"モリタホールディングス","6455","東証","-","-","○","42,400","-","無","0.00","1,890","-5","-0.78 %","-","118","26,500","-1.56 %","貸借","0.05"
"グローリー","6457","東証","-","-","○","64,900","-","無","0.00","2,827","20","0.10 %","-","726","149,600","-1.36 %","貸借","0.00"
"新晃工業","6458","東証","-","-","○","6,200","09/25","有","0.00","1,538","-46","-1.66 %","-","131","27,500","-4.41 %","貸借","0.00"
"大和冷機工業","6459","東証","-","-","○","34,000","-","無","0.00","1,114","-19","-1.85 %","-","161","28,300","-5.67 %","貸借","0.00"
"セガサミーホールディングス","6460","東証","○","-","○","14,800","09/25","有","0.00","1,309","-7","-0.15 %","-","1,384","721,000","-1.65 %","貸借","0.00"
"日本ピストンリング","6461","東証","-","-","○","5,200","-","無","0.00","1,399","-14","-2.64 %","-","87","17,200","-2.71 %","貸借","0.00"
"リケン","6462","東証","-","-","○","10,300","-","無","0.00","4,080","-160","-4.11 %","-","57","10,000","-5.44 %","貸借","0.00"
"ＴＰＲ","6463","東証","-","-","○","39,700","03/26","有","0.00","1,802","-23","-1.31 %","-","410","65,500","-3.22 %","貸借","0.00"
"ツバキ・ナカシマ","6464","東証","○","-","-","0","-","無","0.00","1,757","12","1.26 %","-","1,432","466,000","-2.06 %","貸借","0.00"
"ホシザキ","6465","東証","○","-","○","600","-","無","0.00","8,040","-60","-0.24 %","-","631","157,200","-2.54 %","貸借","0.00"
"ニチダイ","6467","東証","○","-","-","300","-","無","1.60","629","0","0.80 %","-","23","8,100","-1.10 %","信用","0.00"
"放電精密加工研","6469","東証","○","-","-","200","-","無","2.90","904","-1","0.55 %","-","20","3,900","-0.98 %","信用","0.00"
"大豊工業","6470","東証","-","-","○","5,400","-","無","0.00","831","0","-0.35 %","-","124","25,400","-2.92 %","貸借","0.00"
"日本精工","6471","東証","○","-","○","20,900","-","無","0.00","923","-12","0.10 %","-","2,276","2,233,500","-2.43 %","貸借","0.00"
"ＮＴＮ","6472","東証","○","-","○","0","-","無","0.00","309","-1","-0.96 %","-","1,010","2,593,500","-1.90 %","貸借","0.00"
"ジェイテクト","6473","東証","-","-","○","215,700","-","無","0.00","1,253","2","-0.15 %","-","1,464","970,000","-2.49 %","貸借","0.00"
"不二越","6474","東証","-","-","○","6,600","-","無","0.00","4,300","-45","-1.26 %","-","248","51,000","-1.93 %","貸借","0.00"
"ミネベアミツミ","6479","東証","○","-","○","9,800","-","無","0.00","1,726","-4","0.52 %","-","1,742","1,064,300","-2.48 %","貸借","0.00"
"日本トムソン","6480","東証","○","-","-","5,500","-","無","0.00","471","4","-1.87 %","-","656","392,100","-2.68 %","貸借","0.00"
"ＴＨＫ","6481","東証","-","-","○","125,300","-","無","0.00","2,470","-60","-0.04 %","-","3,281","1,123,300","-4.81 %","貸借","0.00"
"ユーシン精機","6482","東証","○","-","-","600","-","無","0.00","946","-7","-1.04 %","-","412","95,400","-4.63 %","貸借","0.00"
"ＫＶＫ","6484","東証","○","-","-","0","03/26","有","2.50","1,645","0","0.00 %","-","3","1,500","0.00 %","信用","0.00"
"前澤給装工業","6485","東証","-","-","○","9,200","03/26","有","0.00","1,941","-6","-0.81 %","-","28","3,800","-3.33 %","貸借","0.05"
"イーグル工業","6486","東証","-","-","○","30,300","-","無","0.00","1,026","-2","-2.28 %","-","480","218,700","-2.37 %","貸借","0.00"
"ヨシタケ","6488","東証","○","-","-","0","-","無","1.60","887","-5","-0.56 %","-","25","4,100","-0.78 %","信用","0.00"
"前澤工業","6489","東証","○","-","-","200","-","無","0.00","356","2","0.56 %","-","28","13,800","-0.28 %","貸借","0.00"
"日本ピラ－工業","6490","東証","○","-","-","900","03/26","有","0.00","1,037","-18","-1.70 %","-","251","49,300","-2.35 %","貸借","0.05"
"日鍛バルブ","6493","東証","○","-","-","200","-","無","0.90","296","0","-1.00 %","-","20","10,300","-1.00 %","信用","0.00"
"ＮＦＫホールディングス","6494","東証","○","-","-","8,600","-","無","0.80","116","-2","-0.85 %","-","131","429,600","-2.52 %","信用","0.00"
"宮入バルブ","6495","東証","○","-","-","2,900","-","無","1.10","113","-3","-1.73 %","-","94","109,000","-4.23 %","信用","0.00"
"中北製作所","6496","東証","○","-","-","700","-","無","17.70","2,802","-38","-1.33 %","-","2","300","-1.33 %","貸借","0.00"
"ハマイ","6497","東証","○","-","-","0","-","無","2.10","1,027","0","-0.09 %","-","2","200","-3.20 %","信用","0.00"
"キッツ","6498","東証","-","-","○","76,800","09/25","有","0.00","732","8","1.10 %","-","304","141,600","0.00 %","貸借","0.00"
"日立","6501","東証","○","-","○","45,000","-","無","0.00","3,905","-44","-0.93 %","-","3,836","2,152,500","-2.03 %","貸借","0.00"
"東芝","6502","東証","○","-","○","25,400","-","無","0.00","3,260","-10","0.00 %","-","1,604","1,291,300","-1.36 %","貸借","0.00"
"三菱電機","6503","東証","○","-","○","17,100","-","無","0.00","1,400.0","8.0","0.32 %","-","4,081","3,171,900","-0.77 %","貸借","0.00"
"富士電機","6504","東証","-","○","-","0","06/25","有","0.00","3,685","30","0.68 %","-","1,460","691,400","-1.47 %","貸借","0.00"
"東洋電機製造","6505","東証","○","-","-","200","-","無","0.00","1,302","-46","-4.12 %","-","68","10,700","-5.44 %","貸借","0.00"
"安川電機","6506","東証","○","-","○","13,900","-","無","0.00","3,390","-15","0.59 %","-","2,537","2,073,900","-3.14 %","貸借","0.00"
"シンフォニアテクノロジー","6507","東証","-","-","○","35,300","-","無","0.00","1,191","-10","-0.41 %","-","317","68,400","-2.77 %","貸借","0.00"
"明電舎","6508","東証","-","-","○","46,500","-","無","0.00","1,656","22","0.36 %","-","666","152,900","-0.95 %","貸借","0.00"
"オリジン","6513","東証","○","-","○","500","-","無","0.20","1,408","-11","-0.84 %","-","81","13,000","-2.89 %","信用","0.00"
"山洋電気","6516","東証","-","-","○","5,800","-","無","0.00","4,125","-105","-2.94 %","-","373","61,300","-5.71 %","貸借","0.00"
"デンヨー","6517","東証","-","-","○","21,800","03/26","有","0.00","1,447","-4","-0.06 %","-","66","12,200","-0.41 %","貸借","0.00"
"リファインバース","6531","東証","○","-","-","500","-","無","5.20","1,729","1","-0.91 %","-","76","12,600","-3.08 %","信用","0.00"
"ベイカレントコンサルティング","6532","東証","○","-","-","3,200","-","無","1.50","3,925","-160","-2.72 %","-","833","158,500","-4.38 %","信用","0.00"
"ＯＲＣＨＥＳＴＲＡＨＬＤＧＳ","6533","東証","○","-","-","4,000","-","無","3.30","1,473","82","6.66 %","-","847","183,100","-7.12 %","信用","0.00"
"アイモバイル","6535","東証","○","-","-","2,700","-","無","0.00","774","-5","-0.25 %","-","599","180,100","-6.06 %","貸借","0.00"
"ＷＡＳＨハウス","6537","東証","○","-","-","500","-","無","6.10","1,000","-5","-1.96 %","-","117","29,700","-6.01 %","貸借","0.55"
"キャリアインデックス","6538","東証","○","-","-","400","-","無","2.30","807","6","-0.73 %","-","209","39,600","-1.46 %","信用","0.00"
"ＭＳ－Ｊａｐａｎ","6539","東証","○","-","-","800","09/25","有","0.00","1,513","-31","-3.01 %","-","411","80,600","-5.73 %","貸借","0.00"
"船場","6540","東証","○","-","-","100","-","無","0.00","940","-2","-0.21 %","-","10","3,400","-1.26 %","貸借","0.00"
"グレイステクノロジー","6541","東証","○","-","-","1,300","-","無","2.60","2,733","-75","-3.49 %","-","729","149,500","-4.80 %","信用","0.00"
"日宣","6543","東証","○","-","-","100","-","無","3.50","1,309","-1","-2.31 %","-","26","4,100","-2.31 %","信用","0.00"
"ジャパンエレベーターＳＨＤ","6544","東証","○","-","-","2,800","-","無","6.20","2,731","-23","-0.90 %","-","927","169,900","-3.15 %","信用","0.00"
"インターネットインフィニティー","6545","東証","○","-","-","600","-","無","4.30","808","-5","-1.34 %","-","137","23,100","-11.20 %","信用","0.00"
"フルテック","6546","東証","○","-","-","0","12/25","有","0.00","1,150","-6","-2.78 %","-","8","2,600","-2.78 %","貸借","0.05"
"グリーンズ","6547","東証","○","-","-","0","12/25","有","0.00","1,533","13","0.00 %","-","99","16,500","-0.90 %","貸借","0.00"
"旅工房","6548","東証","○","-","-","800","-","無","5.70","1,315","-13","-1.27 %","-","131","22,800","-6.67 %","信用","0.00"
"ディーエムソリューションズ","6549","東証","○","-","-","100","09/25","有","2.20","1,192","-8","-2.61 %","-","3","700","-2.61 %","信用","0.00"
"ＦＲＩＮＧＥ８１","6550","東証","○","-","-","900","-","無","2.60","643","-11","-0.15 %","-","97","17,200","-3.45 %","信用","0.00"
"ツナググループＨＬＤＧＳ","6551","東証","○","-","-","400","09/25","有","2.90","575","11","0.52 %","-","157","31,700","-4.95 %","貸借","0.00"
"ＧＡＭＥＷＩＴＨ","6552","東証","○","-","-","1,800","05/26","有","0.00","640","-10","-1.08 %","-","570","181,300","-6.56 %","貸借","0.00"
"ソウルドアウト","6553","東証","○","-","-","500","-","無","16.50","2,293","5","-0.30 %","-","264","41,600","-3.81 %","信用","0.00"
"エスユーエス","6554","東証","○","-","-","800","-","無","2.70","632","-6","-0.15 %","-","75","23,700","-5.10 %","信用","0.00"
"ＭＳ＆ＣＯＮＳＵＬＴＩＮＧ","6555","東証","○","-","-","1,000","-","無","2.80","1,087","-25","-3.29 %","-","117","19,100","-8.42 %","信用","0.00"
"ウェルビー","6556","東証","○","-","-","2,800","-","無","6.60","1,930","-39","-1.07 %","-","891","167,400","-5.57 %","貸借","0.00"
"クックビズ","6558","東証","○","-","-","100","-","無","4.30","1,729","37","-0.17 %","-","17","2,000","-0.51 %","信用","0.00"
"エル・ティー・エス","6560","東証","○","-","-","200","-","無","0.00","1,634","-22","-2.44 %","-","57","10,100","-5.65 %","貸借","0.00"
"ＨＡＮＡＴＯＵＲＪＡＰＡＮ","6561","東証","○","-","-","300","-","無","5.20","1,500","5","0.00 %","-","75","11,900","-0.99 %","信用","0.00"
"ジーニー","6562","東証","○","-","-","0","-","無","3.50","630","100","20.45 %","-","836","247,500","0.00 %","信用","0.00"
"みらいワークス","6563","東証","○","-","-","900","-","無","6.80","4,060","20","4.10 %","-","272","41,500","-1.21 %","信用","0.00"
"ＡＢホテル","6565","東証","○","-","-","100","-","無","6.90","2,042","-13","-2.15 %","-","10","1,700","-2.39 %","信用","0.00"
"要興業","6566","東証","○","-","-","0","-","無","0.00","662","5","0.30 %","-","19","5,100","-1.34 %","貸借","0.00"
"ＳＥＲＩＯホールディングス","6567","東証","○","-","-","0","-","無","2.60","765","16","-3.65 %","-","14","4,600","-3.65 %","信用","0.00"
"神戸天然物化学","6568","東証","○","-","-","700","-","無","1.80","1,340","-54","-1.75 %","-","202","52,200","-7.00 %","信用","0.00"
"日総工産","6569","東証","○","-","-","1,500","-","無","0.00","1,460","-35","-3.24 %","-","616","129,700","-4.32 %","貸借","0.00"
"共和コーポレーション","6570","東証","○","-","-","200","03/26","有","1.40","617","9","-0.64 %","-","19","6,200","-1.12 %","信用","0.00"
"キュービーネットＨＬＤＧＳ","6571","東証","○","-","-","1,600","-","無","1.20","2,193","-30","-0.94 %","-","1,117","192,300","-9.90 %","信用","0.00"
"ＲＰＡホールディングス","6572","東証","○","-","-","0","-","無","41.50","4,945","30","-0.60 %","-","582","126,900","-1.29 %","信用","0.00"
"アジャイルメディア・ネット","6573","東証","○","-","-","200","-","無","2.40","1,059","-16","1.33 %","-","122","24,400","-5.19 %","信用","0.00"
"コンヴァノ","6574","東証","○","-","-","0","-","無","2.30","745","11","-0.26 %","-","16","2,900","-0.53 %","信用","0.00"
"ヒューマン・アソシエイツＨＤ","6575","東証","○","-","-","100","-","無","2.40","875","-1","1.03 %","-","8","1,800","-1.01 %","信用","0.00"
"ベストワンドットコム","6577","東証","○","-","-","300","07/26","有","9.30","2,874","-50","-1.13 %","-","50","8,800","-5.77 %","信用","0.00"
"エヌリンクス","6578","東証","○","-","-","300","-","無","1.50","371","-3","-1.32 %","-","34","12,700","-3.88 %","信用","0.00"
"ログリー","6579","東証","○","-","-","300","-","無","5.20","2,217","-51","-2.72 %","-","143","19,600","-7.31 %","信用","0.00"
"ライトアップ","6580","東証","○","-","-","400","-","無","4.10","1,427","-18","-0.90 %","-","90","12,300","-7.63 %","信用","0.00"
"三桜工業","6584","東証","-","-","○","20,200","-","無","0.00","446","-18","-3.04 %","-","635","380,800","-7.08 %","貸借","0.05"
"マキタ","6586","東証","○","-","○","3,300","09/25","有","0.00","3,435","50","1.17 %","-","1,168","698,600","-0.29 %","貸借","0.00"
"東芝テック","6588","東証","-","-","○","30,100","-","無","0.00","2,982","-43","-0.76 %","-","992","204,800","-2.22 %","貸借","0.00"
"芝浦メカトロニクス","6590","東証","-","-","○","2,700","-","無","0.00","2,627","-7","-1.79 %","-","88","14,200","-1.79 %","貸借","0.00"
"西芝電機","6591","東証","○","-","-","400","-","無","0.60","130","1","1.56 %","-","10","8,800","0.00 %","信用","0.00"
"マブチモーター","6592","東証","-","-","○","0","12/25","有","0.00","3,685","-25","-0.53 %","-","661","295,800","-1.47 %","貸借","0.00"
"日本電産","6594","東証","○","-","○","12,600","03/26","有","0.00","14,265","35","-0.07 %","-","2,280","521,500","-1.45 %","貸借","0.00"
"ユーエムシーエレクトロニクス","6615","東証","○","-","-","0","03/26","有","0.00","1,315","-15","-0.60 %","-","236","34,700","-2.80 %","貸借","0.00"
"トレックス・セミコンダクター","6616","東証","○","-","-","700","-","無","4.40","1,159","-1","0.95 %","-","154","24,600","-3.01 %","信用","0.00"
"東光高岳","6617","東証","○","-","○","1,100","03/26","有","0.00","1,197","8","-1.07 %","-","72","12,500","-1.80 %","貸借","0.00"
"大泉製作所","6618","東証","○","-","-","300","-","無","2.20","527","0","-1.12 %","-","59","13,800","-3.12 %","信用","0.00"
"ダブル・スコープ","6619","東証","○","-","-","4,700","09/25","有","8.70","1,453","-47","-2.67 %","-","1,048","296,300","-7.51 %","貸借","0.05"
"宮越ホールディングス","6620","東証","○","-","-","700","-","無","2.40","891","-1","0.00 %","-","83","17,100","-3.15 %","信用","0.00"
